saleid,ProductID,Date,Zip,Units,Revenue
80921,491,2010-11-17,11780,1,10709.37
80922,1229,2007-01-06,28137,1,3086.37
80923,1022,2011-06-09,11542,1,1889.37
80924,927,2003-11-19,50014,1,5417.37
80925,2056,2005-09-28,98270,1,3968.37
80926,2331,2003-03-03,6082,1,6488.37
80927,2332,2003-12-24,83002,1,5039.37
80928,1165,2005-08-22,36054,1,6929.37
80929,596,2000-09-01,29455,1,9027.9
80930,676,2001-03-15,30542,1,9887.85
80931,2213,2007-01-12,97459,1,1070.37
80932,964,2001-07-19,33021,1,3905.37
80933,2388,2004-02-11,42129,1,3716.37
80934,528,2008-11-22,32601,1,7241.85
80935,1110,2004-08-11,28110,1,2519.37
80936,1442,2011-09-21,80863,1,5542.74
80937,910,2002-11-23,38067,1,5165.37
80938,793,2005-12-20,82649,1,975.87
80939,1009,2004-10-29,92117,1,1196.37
80940,1082,2000-04-15,37804,1,2739.87
80941,2366,2014-12-06,92879,1,5222.7
80942,1001,2002-08-28,48316,1,4724.37
80943,683,2003-12-05,17532,1,10328.85
80944,2149,2002-12-29,98052,1,5228.37
80945,187,2002-05-12,28601,1,9828.0
80946,1171,2006-08-27,32766,1,3968.37
80947,2214,2014-01-13,84040,1,5096.7
80948,2090,2009-02-20,25405,1,4346.37
80949,475,2005-08-17,57701,1,12344.85
80950,2380,2002-11-15,46725,1,3527.37
80951,778,2005-06-24,93611,1,1385.37
80952,2091,2001-05-29,33172,1,1889.37
80953,2355,2009-06-30,76085,1,7805.7
80954,2395,2009-12-25,91402,1,1889.37
80955,2076,2007-10-19,58104,1,8189.37
80956,438,2008-04-08,57030,1,11765.25
80957,981,2001-03-30,28732,1,1889.37
80958,428,2014-05-05,75024,1,14363.37
80959,1182,2011-11-13,11963,1,2708.37
80960,2396,2006-05-30,95112,1,1164.87
80961,1000,2007-01-31,90036,1,1164.87
80962,645,2002-10-05,12901,1,8753.85
80963,754,2001-09-30,96001,1,2960.37
80964,768,2003-06-27,35034,1,1259.37
80965,676,2002-01-19,46322,1,9887.85
80966,1188,1999-10-15,2339,1,5669.37
80967,794,2004-09-29,55106,1,944.37
80968,2064,2004-02-29,8520,1,5952.87
80969,2189,2009-03-23,59102,1,3716.37
80970,2373,2003-09-25,49401,1,7496.37
80971,1982,2012-08-27,39828,1,4598.37
80972,2055,2008-05-21,6492,1,7559.37
80973,792,2006-07-20,28215,1,818.37
80974,791,2005-07-27,92382,1,786.87
80975,635,2001-12-09,84105,1,10265.85
80976,2343,2001-12-27,48312,1,5354.37
80977,487,2010-01-17,53546,1,13229.37
80978,650,2006-12-02,32058,1,6183.45
80979,2275,2007-02-21,60451,1,4346.37
80980,1442,2010-10-23,98002,1,5542.74
80981,1172,2008-04-09,47714,1,5669.37
80982,793,2006-03-30,27028,1,975.87
80983,2343,2001-11-23,97322,1,5354.37
80984,976,2003-11-29,2874,1,3905.37
80985,757,1999-08-15,48034,2,2014.74
80986,2275,2008-11-30,72756,1,4409.37
80987,491,2011-12-25,85743,1,10709.37
80988,762,2007-02-28,80821,1,2267.37
80989,2353,2012-06-30,1351,1,5480.37
80990,2064,2008-05-12,39503,1,6425.37
80991,1086,2005-10-27,39110,1,1038.87
80992,563,2013-08-18,85388,1,9449.37
80993,2388,2001-11-17,92821,1,3716.37
80994,2055,2005-11-27,27844,1,6866.37
80995,1111,2000-12-22,63031,1,1416.87
80996,1058,2007-01-24,95765,1,1637.37
80997,600,2006-11-06,83316,1,9453.15
80998,548,2012-01-22,36079,1,6299.37
80999,2277,2001-07-02,89102,1,3149.37
81000,915,2003-08-28,11003,1,6677.37
81001,1182,2006-11-23,19438,1,1889.37
81002,792,2006-05-30,45502,1,786.87
81003,396,2002-01-13,19362,1,10517.85
81004,826,2010-07-26,36116,1,14426.37
81005,1182,2008-08-11,95624,1,1889.37
81006,547,2014-11-20,78704,1,6708.87
81007,609,2002-10-27,61858,1,9950.85
81008,1085,2008-10-30,21075,1,1101.87
81009,927,2008-07-31,47172,1,6047.37
81010,488,2003-12-20,58504,1,13182.75
81011,1975,2003-10-30,48461,2,1384.74
81012,2192,2003-08-06,48081,1,2519.37
81013,1009,2010-12-23,61103,1,1353.87
81014,676,2010-05-20,14886,1,9134.37
81015,604,2000-07-01,94619,1,5616.45
81016,1148,2000-11-02,60421,1,3590.37
81017,1131,2007-10-13,82501,1,5354.37
81018,2336,2005-11-23,98645,1,8126.37
81019,605,2006-12-09,8081,1,5084.1
81020,2054,2008-02-29,44514,1,7181.37
81021,435,2006-04-07,78255,1,20156.85
81022,676,2000-07-01,8859,1,9698.85
81023,2071,2004-09-30,2346,1,4157.37
81024,992,2004-03-30,33055,1,3338.37
81025,794,2006-06-23,28734,1,1007.37
81026,1852,2014-01-01,54911,1,2141.37
81027,761,2005-05-29,10312,1,2141.37
81028,788,2002-07-31,92064,1,3779.37
81029,2100,2013-12-24,95476,1,4976.37
81030,1920,2001-06-22,32812,1,3432.87
81031,733,2009-03-25,50315,1,4787.37
81032,432,2005-12-29,77304,1,11084.85
81033,559,2003-04-08,52623,1,7720.65
81034,1924,2006-03-06,21228,1,4220.37
81035,2255,2008-11-28,92563,1,723.87
81036,2047,1999-10-15,60188,1,4535.37
81037,1171,2011-08-23,54311,1,4283.37
81038,445,2003-12-21,77041,1,10593.45
81039,2207,2008-06-21,28519,1,1164.87
81040,726,2004-06-22,25213,1,1322.37
81041,2050,2001-01-17,45371,1,6015.87
81042,2239,2004-06-30,36080,1,1511.37
81043,2277,2005-09-11,33166,1,3338.37
81044,791,2004-10-15,92630,1,755.37
81045,9,2012-12-16,37130,1,7216.65
81046,1062,2007-11-22,68137,1,1763.37
81047,2218,2006-07-26,91331,1,1731.87
81048,2049,2006-11-02,98674,1,5417.37
81049,2332,2010-01-22,27244,1,6419.7
81050,668,2014-12-30,20815,1,16946.37
81051,722,2014-06-30,86033,1,2015.37
81052,551,2004-05-20,10314,1,11084.85
81053,496,2008-10-23,63376,1,11305.35
81054,2380,2000-09-21,74403,1,3590.37
81055,461,2012-07-27,32066,1,13544.37
81056,2331,2003-12-30,98092,1,6488.37
81057,1894,1999-11-15,47025,1,8186.85
81058,2331,2008-10-01,33496,1,7370.37
81059,2218,2006-08-01,91331,1,1700.37
81060,1086,2004-06-23,95403,1,1007.37
81061,450,2012-11-18,64012,1,20600.37
81062,676,2003-03-30,37601,1,10275.3
81063,2254,2002-08-27,92139,2,1447.74
81064,2365,2008-02-20,85705,1,6356.7
81065,449,2013-08-23,37130,1,12473.37
81066,1172,2008-08-21,72081,1,5669.37
81067,2388,2006-05-17,92804,1,3716.37
81068,1857,2014-11-25,87124,1,1196.37
81069,2218,2009-01-23,37918,1,1763.37
81070,2236,2006-11-30,6332,1,2141.37
81071,993,2004-12-25,84096,1,3905.37
81072,636,2011-02-28,40361,1,10583.37
81073,1330,2003-01-08,71346,1,1699.74
81074,470,2013-04-30,85209,1,12473.37
81075,2128,2003-07-09,99515,1,4913.37
81076,1196,2003-09-13,92123,1,5291.37
81077,792,2008-06-30,3458,1,849.87
81078,2143,2012-03-29,32011,1,5417.37
81079,2284,2003-12-02,97502,1,3716.37
81080,26,2007-02-01,92867,1,9261.0
81081,739,2001-09-30,97702,1,2078.37
81082,578,2009-07-15,80759,1,9449.37
81083,549,2013-07-11,92104,1,6740.37
81084,2224,2006-09-14,37642,1,723.87
81085,2084,2007-11-29,39503,1,7937.37
81086,615,2009-01-31,53144,1,8189.37
81087,910,2004-10-24,19083,1,5165.37
81088,2237,2009-06-30,47630,1,2172.87
81089,990,2007-09-22,65275,1,5417.37
81090,2252,2004-11-26,2864,1,1574.37
81091,405,2010-12-30,75604,1,22994.37
81092,2388,2007-09-28,72576,1,3905.37
81093,671,2003-06-13,76248,1,11336.85
81094,2269,2002-08-08,92592,1,3464.37
81095,2359,2006-05-14,39562,1,5417.37
81096,2353,1999-12-15,78155,1,4913.37
81097,2380,2012-10-20,32258,1,4340.7
81098,778,2007-02-04,30909,1,1460.97
81099,551,2004-05-03,18018,1,11084.85
81100,1000,2006-03-24,63122,1,1133.37
81101,635,2004-07-29,20772,1,10612.35
81102,422,2006-01-02,96101,1,9761.85
81103,676,2007-10-17,51501,1,10580.85
81104,551,2003-08-19,78228,1,11065.95
81105,2379,2009-12-11,7006,1,2330.37
81106,412,2010-01-31,81632,1,19529.37
81107,443,2008-12-26,86322,1,11084.85
81108,1389,2009-02-04,98248,1,4912.74
81109,1065,2003-12-18,98446,1,3716.37
81110,676,2005-04-01,28546,1,10218.6
81111,1187,2005-12-27,32207,1,5417.37
81112,2225,2010-11-07,25125,1,818.37
81113,1908,2010-08-27,44223,1,4724.37
81114,2332,2007-01-12,11379,1,5795.37
81115,1908,2009-01-24,12866,1,4535.37
81116,2090,2006-02-28,76180,1,4409.37
81117,1989,2006-10-13,14836,1,4094.37
81118,967,2002-04-30,95366,1,8063.37
81119,910,2003-01-31,95490,1,5165.37
81120,407,2014-09-17,47174,1,20505.87
81121,550,2001-09-30,21403,1,4973.85
81122,981,2003-10-23,19050,1,1889.37
81123,2331,2001-08-16,72543,1,6488.37
81124,786,2002-05-28,77354,1,818.37
81125,1779,2014-10-09,70726,1,9449.37
81126,907,2006-11-15,87114,1,7118.37
81127,1000,2004-07-03,99669,1,1070.37
81128,396,2004-10-22,53032,1,10895.85
81129,1223,2012-09-27,60185,1,5133.87
81130,1905,2009-12-30,68046,1,10646.37
81131,495,2001-10-18,93901,1,6935.04
81132,470,2013-05-29,23917,1,12473.37
81133,604,2006-11-23,75023,1,6309.45
81134,1183,2009-11-04,33936,1,7275.87
81135,2234,2000-07-19,21215,1,786.87
81136,2280,2006-11-18,32097,1,1952.37
81137,734,2008-05-17,28352,1,4535.37
81138,2334,2004-09-19,25177,1,4094.37
81139,465,2014-12-15,44030,1,14174.37
81140,396,2001-01-15,85250,1,10388.7
81141,2332,2009-02-11,55430,1,6047.37
81142,2388,2008-04-30,95207,1,3905.37
81143,785,2003-07-09,91320,1,692.37
81144,2090,2008-11-12,30161,1,4283.37
81145,826,2001-10-11,21713,1,11024.37
81146,449,2011-10-19,66106,1,13226.22
81147,782,2007-03-30,85027,1,1303.47
81148,433,2008-12-20,3431,1,11399.85
81149,993,2010-09-17,92553,2,8818.74
81150,993,2004-12-28,46901,1,4094.37
81151,545,2010-03-29,44077,1,10835.37
81152,2254,2006-07-10,93065,1,692.37
81153,443,2003-01-18,22193,1,9947.7
81154,2219,2006-10-27,92808,1,1731.87
81155,2359,2006-05-15,70094,1,5417.37
81156,778,2007-08-05,76567,1,1460.97
81157,1523,2010-09-30,6010,1,4408.74
81158,759,2003-06-14,15301,1,1763.37
81159,2389,2007-01-19,55082,1,10445.4
81160,946,2002-10-25,47905,1,8504.37
81161,791,2009-01-21,68123,1,849.87
81162,726,2001-08-21,91941,1,1448.37
81163,2394,2008-10-25,15904,1,1574.37
81164,794,2005-06-24,29805,1,944.37
81165,2241,2001-12-13,27573,1,1070.37
81166,2275,2014-05-12,95658,1,5348.7
81167,1213,2008-02-09,51357,1,6236.37
81168,1991,2002-12-26,91932,1,3716.37
81169,792,2004-11-29,29526,1,755.37
81170,487,2007-06-14,43613,1,12722.85
81171,740,2000-09-30,83705,1,2078.37
81172,1920,2003-08-14,18976,1,3149.37
81173,2045,2005-01-31,70668,1,5039.37
81174,2045,2007-04-30,33410,2,11086.74
81175,726,2001-09-20,73034,1,1448.37
81176,826,2011-03-10,34453,1,14426.37
81177,734,2008-06-28,41268,1,4535.37
81178,2365,2011-08-28,27527,1,6482.7
81179,687,2002-11-29,92131,1,5414.85
81180,2235,2007-05-12,21225,1,786.87
81181,777,2006-02-10,10457,1,1385.37
81182,713,2001-04-30,51401,1,1952.37
81183,449,2011-11-30,78613,1,13226.22
81184,2255,2003-10-02,51503,1,723.87
81185,2280,2005-06-27,77357,2,3904.74
81186,2371,2000-08-02,19605,1,6614.37
81187,2255,2006-02-28,78676,1,679.77
81188,1053,2014-01-19,67039,1,3968.37
81189,2255,2006-03-08,80907,1,679.77
81190,2212,2005-06-28,84743,1,1070.37
81191,8,2012-12-26,21702,1,5830.65
81192,959,2009-01-28,38863,1,10362.87
81193,577,2008-08-14,40014,1,12281.85
81194,449,2013-05-05,61873,1,12473.37
81195,2207,2014-06-26,80249,1,1411.2
81196,1137,2013-09-08,34788,1,10205.37
81197,604,2006-01-16,55719,1,5981.85
81198,759,2006-02-28,92507,1,1889.37
81199,447,2005-03-25,48094,1,18896.85
81200,782,2006-10-29,21921,1,1271.97
81201,981,2006-08-13,55904,1,1952.37
81202,1958,2008-09-25,32667,1,944.37
81203,549,2013-08-02,27012,1,6677.37
81204,761,2010-11-27,10308,1,2330.37
81205,2054,2007-12-14,92126,1,7181.37
81206,1155,2007-11-29,48314,1,5448.87
81207,1085,2006-03-29,49426,1,1038.87
81208,2275,2005-06-15,49315,1,4031.37
81209,964,2003-01-24,53188,1,4031.37
81210,1001,2008-08-27,19001,1,5039.37
81211,585,2011-02-02,52632,1,5039.37
81212,2251,2002-10-04,75061,1,1511.37
81213,2402,2008-03-26,6410,1,3653.37
81214,910,2005-09-15,29681,1,5228.37
81215,2280,2003-02-13,87144,1,1857.87
81216,2186,2012-07-08,95403,1,5606.37
81217,599,2009-02-23,68037,1,10643.85
81218,964,2004-06-27,34448,1,4031.37
81219,899,2012-01-15,54017,1,6929.37
81220,769,2002-06-07,80304,1,3149.37
81221,2279,2000-03-15,28762,1,1983.87
81222,734,2008-01-07,91361,1,4409.37
81223,2332,2002-11-09,1082,1,4409.37
81224,396,2001-02-21,33952,1,10517.85
81225,2280,2003-11-29,8012,1,1857.87
81226,433,2002-07-07,48888,1,10218.6
81227,792,2004-10-08,37379,1,755.37
81228,787,2002-10-17,94803,1,3779.37
81229,2275,2006-11-30,30152,1,4346.37
81230,777,2004-10-22,78259,1,1385.37
81231,792,2005-12-14,68355,1,786.87
81232,2384,2002-11-20,69341,1,7559.37
81233,1186,2009-02-25,48204,1,4598.37
81234,1836,2002-06-04,77096,1,1763.37
81235,349,2012-10-12,90045,1,6296.85
81236,2064,2009-09-18,92110,1,6677.37
81237,1173,2001-12-11,65233,1,6425.37
81238,491,2007-09-27,34984,1,11226.6
81239,2234,2004-06-29,59404,1,786.87
81240,2332,2006-09-27,38018,1,5984.37
81241,636,2007-10-18,28314,1,10927.35
81242,992,2006-11-26,1106,1,3590.37
81243,780,2012-09-27,8535,1,4220.37
81244,2331,2004-12-03,82001,1,6740.37
81245,747,1999-08-15,97132,1,3495.87
81246,647,2003-04-30,91362,1,10870.65
81247,2213,2006-08-10,78006,1,1070.37
81248,772,2001-11-14,48105,1,2015.37
81249,2284,2003-09-27,92801,1,3716.37
81250,2366,2013-11-07,12206,1,5033.7
81251,2388,2006-12-21,36016,1,3905.37
81252,604,2006-10-01,30041,1,6309.45
81253,2354,2004-09-25,85748,1,4346.37
81254,2058,2006-01-27,33510,1,3212.37
81255,1085,2007-12-14,76108,1,1070.37
81256,2332,2003-08-07,29621,1,5039.37
81257,1426,2005-09-09,88240,1,3684.24
81258,725,1999-07-15,36256,1,1385.37
81259,791,2005-06-20,93619,1,786.87
81260,735,2006-04-11,28657,1,4535.37
81261,2212,2006-06-30,74133,1,1070.37
81262,2331,2003-09-30,16743,1,6488.37
81263,1129,2010-12-17,43554,1,5543.37
81264,785,2003-08-05,91343,1,692.37
81265,2396,2006-01-17,79331,1,1164.87
81266,734,2004-09-26,80401,1,4094.37
81267,635,2006-06-12,15658,1,10996.65
81268,2091,2008-10-21,27603,2,4093.74
81269,2355,2007-03-20,65631,1,7181.37
81270,445,2002-06-20,84095,1,10325.7
81271,449,2012-09-30,53150,1,12284.37
81272,1086,2005-11-24,92399,1,1038.87
81273,758,2000-05-15,35739,1,1007.37
81274,2235,2006-11-26,10705,1,786.87
81275,489,2012-12-28,49412,1,12284.37
81276,674,2007-04-01,68025,1,8564.85
81277,2263,2003-11-30,55020,1,3653.37
81278,1948,2003-03-20,91801,1,3716.37
81279,2180,2014-03-30,12721,1,5228.37
81280,2054,2007-12-25,19036,1,7181.37
81281,786,2001-10-30,93117,1,818.37
81282,2045,2014-12-16,92057,1,7307.37
81283,2055,2007-11-22,6830,1,7023.87
81284,1171,2007-08-01,95054,1,3968.37
81285,1182,2009-09-25,37803,1,2519.37
81286,786,2003-12-05,15052,1,818.37
81287,1085,2003-10-02,85048,1,1070.37
81288,1098,2008-10-28,83401,1,3842.37
81289,1965,2005-11-25,92870,1,1070.37
81290,981,2006-01-28,16025,1,1889.37
81291,993,2005-07-31,1740,1,4094.37
81292,1061,2001-06-12,95020,1,1700.37
81293,826,2011-02-28,35540,1,14426.37
81294,778,2006-07-31,85501,1,1460.97
81295,976,2008-12-09,8215,1,4062.87
81296,2241,2002-03-24,34286,1,1070.37
81297,2240,2005-12-16,70460,1,1070.37
81298,585,2012-10-26,99207,1,5039.37
81299,2359,2006-03-28,65686,1,5417.37
81300,1757,2012-10-17,62095,1,6293.7
81301,1182,2009-05-21,61764,1,2519.37
81302,2255,2004-03-23,20187,1,679.77
81303,835,2011-10-26,92234,1,6299.37
81304,202,2010-08-25,31537,1,16694.37
81305,2240,2001-06-26,70769,1,1070.37
81306,2235,2000-01-15,30043,1,786.87
81307,1830,2009-01-01,73108,2,7306.74
81308,2251,2002-09-25,11358,1,1511.37
81309,763,2005-05-10,17582,1,3716.37
81310,1171,2009-01-31,98375,1,4094.37
81311,487,2008-11-12,54143,1,13037.85
81312,908,2011-12-15,89147,1,2519.37
81313,965,2006-09-30,88101,1,6110.37
81314,1974,2002-02-13,44657,1,692.37
81315,622,2006-11-23,97501,1,10051.65
81316,449,2012-01-17,16148,1,12284.37
81317,449,2011-09-17,2346,1,13226.22
81318,2061,2011-11-04,11215,1,4409.37
81319,770,2005-10-28,23116,1,3212.37
81320,1217,2008-05-05,17518,1,6992.37
81321,758,2000-11-25,63445,1,1007.37
81322,809,2014-10-30,1331,1,3206.7
81323,2058,2010-09-30,40241,1,3464.37
81324,2145,2014-01-31,27284,1,4850.37
81325,2253,2003-04-18,95242,1,1637.37
81326,606,1999-12-15,27282,1,3776.85
81327,758,2003-06-30,92562,1,881.37
81328,1086,2009-01-25,50073,1,1101.87
81329,2277,2005-04-30,32686,1,3338.37
81330,2269,2013-10-08,49746,1,4592.7
81331,1279,2011-06-06,28412,1,6613.74
81332,2054,2008-01-24,66061,1,7181.37
81333,1059,2008-08-01,61111,1,1889.37
81334,948,2006-12-06,71473,1,8882.37
81335,1982,2007-11-30,45255,1,3779.37
81336,992,2008-12-18,37308,1,3653.37
81337,690,2008-10-24,5301,1,4501.35
81338,488,2003-01-10,75047,1,12086.55
81339,1230,2004-06-30,30423,1,5669.37
81340,647,2003-12-16,13027,1,11065.95
81341,644,2005-08-25,84092,1,10470.6
81342,2359,2007-11-18,40342,1,5606.37
81343,1000,2009-05-21,33480,1,1290.87
81344,976,2007-07-27,77503,1,4062.87
81345,106,2010-11-15,83877,25,291075.75
81346,967,2002-08-11,2184,1,8063.37
81347,1832,2011-10-23,44203,2,8692.74
81348,2295,2002-06-17,78003,1,10331.37
81349,981,2002-12-10,18706,1,1889.37
81350,1229,2007-12-04,32327,1,3149.37
81351,495,2002-01-03,82001,1,6935.04
81352,759,2005-02-28,95033,1,1826.37
81353,609,2007-05-28,92618,1,10832.85
81354,475,2005-04-23,89130,1,12344.85
81355,794,2012-06-23,78559,1,1196.37
81356,2074,2000-10-03,92506,1,3936.87
81357,2255,2003-06-26,17057,1,723.87
81358,1425,2002-05-16,27518,1,3652.74
81359,2334,2007-11-23,49015,1,4314.87
81360,977,2008-04-30,87124,1,6110.37
81361,2379,2014-09-11,93306,1,2734.2
81362,1165,2006-02-22,2895,1,6929.37
81363,762,2010-12-15,98830,1,2330.37
81364,1935,2005-09-30,97051,1,1574.37
81365,2081,2004-11-28,18644,1,2708.37
81366,445,2000-04-15,61535,1,10092.6
81367,2149,2001-12-29,42408,1,5228.37
81368,1182,2008-12-30,93001,1,1889.37
81369,2365,2008-11-28,20659,1,6482.7
81370,981,2008-12-30,98639,1,2015.37
81371,735,2011-06-09,94903,1,4724.37
81372,2223,2000-11-03,99208,1,2960.37
81373,992,2000-08-07,98203,1,3464.37
81374,726,2005-10-30,45159,1,1322.37
81375,2262,2006-05-29,29045,1,3842.37
81376,2403,2013-01-06,80211,1,1600.2
81377,443,2010-10-10,6377,1,11084.85
81378,807,2012-11-30,74063,1,2708.37
81379,402,2012-09-01,21643,1,12284.37
81380,780,2005-02-28,92591,1,3779.37
81381,791,2009-06-30,71411,1,849.87
81382,2218,2006-03-29,29072,1,1700.37
81383,753,1999-08-15,2780,1,2928.87
81384,681,2005-08-14,18091,1,8769.6
81385,689,2005-09-07,30510,1,4091.85
81386,1165,2005-12-14,31784,1,6929.37
81387,2395,2010-09-06,98606,1,1889.37
81388,1171,2013-05-16,39301,1,4724.37
81389,1085,2002-07-30,74943,1,1008.0
81390,686,2009-05-01,32003,1,9446.85
81391,907,2013-09-30,6354,1,8694.0
81392,570,2008-10-30,15012,1,6731.55
81393,31,2004-04-30,1301,1,9135.0
81394,1028,2014-08-18,91384,1,13638.87
81395,779,2007-09-30,73096,1,3905.37
81396,852,2000-10-17,56623,1,9260.37
81397,674,2011-08-14,56551,1,8189.37
81398,1182,2011-08-22,98033,1,2708.37
81399,777,2005-04-20,97526,1,1385.37
81400,1085,2009-06-30,90265,2,2203.74
81401,927,2005-03-22,92395,1,5417.37
81402,795,2000-11-12,58647,1,3306.87
81403,605,2008-11-21,54220,1,5005.35
81404,2067,2006-03-26,51247,1,6425.37
81405,1053,2012-11-30,70345,1,3968.37
81406,449,2013-08-06,92234,1,12599.37
81407,1879,2011-12-30,46184,1,11339.37
81408,791,2004-06-30,75903,1,755.37
81409,396,2001-10-02,91902,1,10517.85
81410,609,2004-05-12,98125,1,10234.35
81411,2252,2003-10-30,66061,1,1637.37
81412,622,2005-01-16,23608,1,9824.85
81413,461,2012-09-05,15533,1,13544.37
81414,1009,2009-05-25,28512,1,1353.87
81415,792,2005-12-30,85331,2,1573.74
81416,470,2011-07-31,89103,1,13226.22
81417,472,2003-11-16,61301,1,11535.3
81418,2402,2008-11-19,54763,1,3653.37
81419,2054,2005-12-29,24055,1,6834.87
81420,1905,2011-08-26,18431,1,11969.37
81421,2252,2001-06-29,85255,2,3274.74
81422,676,2001-06-29,12589,1,9887.85
81423,1965,2005-06-23,33559,1,1070.37
81424,2055,2003-08-13,46222,1,6834.87
81425,1832,2013-12-28,8406,1,4346.37
81426,2026,2003-08-28,55040,1,4409.37
81427,2074,2000-10-12,41139,1,3968.37
81428,768,2003-11-20,42367,1,1133.37
81429,2275,2004-02-25,92880,1,3968.37
81430,1961,2000-03-15,15656,1,1164.87
81431,762,2014-02-02,99669,1,2627.1
81432,964,2003-11-15,72209,2,7621.74
81433,2098,2007-01-31,60110,1,3590.37
81434,981,2009-03-30,23454,1,2141.37
81435,1066,2001-09-30,98338,1,3653.37
81436,604,2005-11-27,61548,1,5981.85
81437,1182,2010-10-16,46038,1,2834.37
81438,753,2003-03-20,74008,1,2960.37
81439,968,2007-03-30,60423,1,8441.37
81440,2056,2006-01-11,77535,1,3968.37
81441,1053,2006-07-31,11789,1,3275.37
81442,733,2003-02-07,99504,1,3968.37
81443,1490,2003-05-25,1013,1,3148.74
81444,487,2007-05-07,89123,1,12722.85
81445,438,2009-10-29,51401,1,11525.85
81446,2205,2002-09-19,45502,2,3778.74
81447,465,2014-11-12,53158,1,14174.37
81448,681,2001-06-19,22193,1,7897.05
81449,1907,2010-10-22,63901,1,11654.37
81450,2284,2002-11-29,91362,1,3716.37
81451,596,2001-09-16,19342,1,9194.85
81452,574,2000-12-26,61265,1,10076.85
81453,1392,2008-07-03,83202,1,2077.74
81454,2055,2008-11-30,8360,1,7559.37
81455,689,2007-01-24,78221,1,4293.45
81456,907,2010-03-30,28380,1,7307.37
81457,735,2007-12-19,83877,1,4535.37
81458,2240,2004-01-18,70041,1,1070.37
81459,2331,2002-01-05,87123,1,6488.37
81460,1859,2003-11-27,66224,1,1889.37
81461,1085,2003-02-27,12550,1,1008.0
81462,1948,2003-07-30,85249,1,3716.37
81463,781,2006-01-27,62232,1,1227.87
81464,781,2010-05-30,50161,1,1303.47
81465,596,2009-03-02,32926,1,9446.85
81466,979,2002-09-29,53105,1,4724.37
81467,1175,2011-10-29,76548,1,8567.37
81468,2253,2003-04-28,95076,1,1637.37
81469,768,2000-01-15,24201,1,1259.37
81470,1014,1999-07-15,40216,1,1038.87
81471,809,2012-04-28,36582,1,2708.37
81472,1909,2006-12-30,57434,1,2487.87
81473,604,2006-12-15,20110,1,6309.45
81474,574,2005-04-15,77429,1,10832.85
81475,1826,2009-11-09,10014,1,2645.37
81476,977,2007-10-26,70638,1,6173.37
81477,585,2012-02-12,90731,1,5039.37
81478,758,2004-03-27,85641,1,881.37
81479,207,2012-06-30,28754,1,12347.37
81480,475,2002-10-12,76702,1,12086.55
81481,502,2003-07-06,11762,1,13270.95
81482,470,2013-11-24,33616,1,12473.37
81483,2237,2006-07-27,76006,1,2078.37
81484,475,2005-10-05,54650,1,12344.85
81485,1773,2014-07-15,92014,1,12599.37
81486,2254,2001-12-21,94112,1,723.87
81487,907,2006-12-30,95337,1,7118.37
81488,2099,2004-01-31,62521,1,4850.37
81489,1086,2003-07-03,95831,1,1070.37
81490,653,2014-01-30,66606,1,10583.37
81491,471,2014-09-12,95562,1,11496.87
81492,2387,2010-10-24,42141,1,6362.37
81493,1008,2007-12-08,92657,1,3338.37
81494,952,2000-11-15,53190,1,3149.37
81495,2280,2012-11-07,59833,1,2046.87
81496,2054,2005-04-28,60174,1,6803.37
81497,445,2002-02-01,97304,1,10281.6
81498,2262,2008-02-13,80127,1,4031.37
81499,681,2003-08-19,66067,1,8590.05
81500,927,2006-10-28,11590,1,5669.37
81501,794,2005-02-10,40175,1,944.37
81502,449,2012-12-09,2568,1,12284.37
81503,2045,2008-11-27,74070,1,5606.37
81504,1212,2009-03-10,95963,1,4629.87
81505,2277,2002-04-29,76661,1,3149.37
81506,2218,2008-09-27,97838,1,1763.37
81507,467,2001-08-23,80226,1,10732.05
81508,1142,2008-01-31,95060,1,8126.37
81509,1871,2012-09-12,27107,1,11969.37
81510,1053,2005-01-20,78247,1,3149.37
81511,573,2003-10-12,17572,1,3764.25
81512,2343,2003-02-28,27517,1,5354.37
81513,2204,2004-11-05,82401,1,1763.37
81514,2212,2004-11-27,95135,1,1070.37
81515,1183,2009-03-29,22655,1,7275.87
81516,769,1999-09-15,48457,1,3086.37
81517,2332,2009-12-05,16823,1,6173.37
81518,1818,2005-06-23,10029,1,2519.37
81519,1827,2009-07-01,8540,1,3086.37
81520,2334,2006-03-30,36695,1,4157.37
81521,472,2003-09-14,43228,1,11535.3
81522,1061,2001-09-26,84660,1,1763.37
81523,793,2006-06-23,98370,1,975.87
81524,1106,2005-07-21,48843,1,3023.37
81525,1066,2007-06-04,2360,1,3779.37
81526,2252,2007-11-16,69101,1,1605.87
81527,1115,2008-07-22,44203,1,4283.37
81528,2236,2012-12-19,98333,1,2425.5
81529,819,2007-11-11,75022,1,14552.37
81530,2254,2005-04-26,93309,1,679.77
81531,409,2006-11-05,89110,1,11598.3
81532,2227,2002-10-29,54151,1,3905.37
81533,2234,2008-01-02,92530,1,818.37
81534,2236,2006-07-09,93551,1,2141.37
81535,1000,2009-03-27,50662,1,1353.87
81536,993,2000-09-29,48198,1,3590.37
81537,2122,2014-02-23,48183,1,11969.37
81538,2367,2013-12-28,33004,1,6104.7
81539,2334,2008-12-09,63376,1,4409.37
81540,826,2006-12-05,83713,1,11969.37
81541,600,2006-05-18,78059,1,9453.15
81542,792,2004-09-24,93004,1,755.37
